filename,extracted_text,invoice_number,total_amount,error
91795311.tif,"~ —

IAN AB

wT

ARON AEONS
FEDERATION, INC.

1400KSreet NW Sute
woshrigton, DC 20008

FAN, # 13-2581875 INVOICE

 

AAF CORPORATE MEMBERSHIP DUES

 

 

(202) 898-0080

Fox (202) 898-0°59
Mr. Arthur J. Stevens 41728/90
Senior Vice President Inv # 0090-01
voriiiara

Id * 01098
One Park Avenue

New York, NY 10016-5896

 

 

 

Our total domestic advertising expenditures for tne previous fiscal
year were

 

 

Incremental dues

cat Aavertising Expenaitures Base Dues + Above Base Dues

1 Up: to $500,000 $395

2 0.5 Million to 2.5 Miliion $395 8420 per 5 Million
3 BE Miliron to 10 Maliion $2075 $335 per § Million
4 40 Million to 30 Million 37100 $180 per 1 Million
By 30. Million to. 60 Mialion #10300 $125 per 1 Million
3 80 Million to 100 Million 314050, $105 per 1 million
7 190 Million to 280 Million 318250 $95 per 10 Million
@ 250. Million to $00 Million 819675 $95 per 10 Million
9 500 Million to 1 Billion #22050 $95 per 10 Million
10 4 Billion to 3 Billion 326800, $95 per 10 Million
4 3 Billion ang above 843800

   
     
 

EXAMPLE: Your expenditures, billings or revenues are #175 miilion,

Base aues in your category =
Applicable incremental gues =
(7S million over category base x $95 per 10 million) =

ANNUAL OUES =

 

 

BILLING FOR AAF QUES.

vanuary

 

41991 ~ December 31, 1994

 

NOTE. Payment for 1991 is gue By vanuary 1, 1991

TOTAL PAID

 

Tregects

Dues payments are deductibie as a necessary business
expense. Contributions to AAF are not deductibie as
Charitable contributions for federal income tax purposes
purpo: Wostem Region tice
25"" Post Sreet Sate 302",AAF,,
83545356_5357.tif,"FYI Conaulting, Inc.

Invoice QO oa

Michael Manly, Esq.
Jones Day Reavia & Pogue
77 W. Wacker

chicago, IL 60602

guly 29, 1999
FTI Invoice Ne. 7004427
FTI gob No, 008180.0019
‘Terms NET 30
FEDERAL I.D. NO. 52-1261113

Re: Tobacco Industry State Fee Arbitration

current Invoice Perio

 

Charges Posted through July 30, 1999

 

PROFESSIONAL SERVICES

Hawaii $18,065.00
rowa $ 4,812.50
Tlinois $3,880.00
Kansas $ 2,260.00
Louisiana $ 3,495.00
Massachusetts 3 101.25
Maine $1,918.75
Michigan 3 3,332.50
‘onio $2,422.50
Oklahoma, 3 2,087.50
Project Management $14,637.50
Puerto Rico 3 1,385.00
utah 3 3,437.50

Total Professional Services § 58,775.00

EXPENSES
Client Communications $ 2,000.00
Equipment Rental $ 2,250.00
Graphics $9,178.38
Mileage $ 44.20
Postage/Fedex/Courier $ 324.20
supplies $1,424.02
taxi $ 207.20
Meals Related to Working 8 510.03

Total Expenses § 14,627.83,
TOTAL DUE THIS PERIOD 73,402.83

FTI

9SEGPSSB »",QO,,
0000113725.tif,"INSTANT TYPE INC #9k8
Originater of presyaze sensitive INSTANT-TYPE

May 2, 1980

FOR: Gianninoto Assoc. (Bruno) (Lance)
DESCRI?EIONs By Phone... Nake 3 proofs of stripes ""A"" end 3

proofs of stripes""E"" for next morning delivery

wf 278 (Bruno)
3745 ($147,00
~ Qance) stripes section ganged 81,00
. up 4 tines and printed in colors
“3pm $228,00
axe: it
athe we ee QO SPE ae
a (37 ee D
378 oe Nom
9919 70h AVENUE . ST HILLS. NEW YORK 11975 . 269-2916—4411836

 

 

291900099",,,
2023525674.tif,"4

(CHECK NUMBER PAE 99/27/90

    

 

 

 

 

 

 

 

CENTER FOR NOOOR AR RESEARCH + UNTHICUM. MO 21000 vewoon
cs a
Tas 09/19/99 s9084-7 | 40513.
'
\
|
4 mmeonarnennaneintectonnterarncnn — 40513.
CENTER FOR INDOOR AIR RESEARCH. MERCANTILE-SAFE DEPOSIT & TRUST COMPANY »» 002386
‘gga werenson moan sree he 38
DATE @9/27/9@swouNT —-$40513.

THE EXACT AMOUNT OF
FORTY THOUSAND FIVE HUNDRED THIRTEEN DOLLARS AND 29 CENTS

Regents of Univ. of calif

 

he Cashier's office
os 173 wrak Hall
Davis ca 95616

 

 

""0000 2346"" 120520006 181 ""G30BG5 7

PL9SZSEZOZ",,,
2028704391_2028704392.tif,"outTcone wal 4

REGISTER v2

CRC CONTRACT RESEARCH CENTER © aveanrar

 

Business Administration . B-1982 Zaventem
Goaaresceeruniascesster Tollaarvavernie du Péage 1010
ToletoorvTéiéphote: Cagr20 85 94
Brusselsestoen Tolan: 02728 2.00

 

B-1810 Wemmel

 

Bestelling Nr./Commande No
(on

    

 

POSITIE — HOEVEEUHEID EENHEID ARTIKELOMSCHRNVING PRS.
POSITION QUANTITE UNITE. DESIGNATION D'ARTICLE + PRK
a)

 

1 20000 blad vervolgpapier, formaat DIN Ad,
papier extra-strong, 60 g,
wit, in 2 kleurendruk

 

2 5000 blad,. ‘Daily Working Hours*

TOTAAL

 

Biilagen: 2 voorbeeldbladen
‘",,,
1000031533.tif,"wont | pay [fare | sureace [wore | scar] msc] ayounr currency] DOLLARS

 

 

 

 

 

 

 

 

 

[2119 |x Prevous ou _
Ww (ater =

x &s0 Ba £22

= Dus Ber

Mo Sa 33.50

x Previpus Uru, lo% 42 On b6 es

x pre wpe é 17362 DH 108,32

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

B= Les mM =]
oie FXPENSES 1977 te j

£lsteoo00",,,
92577338.tif,"SALAS A RARER ICE 88 :
+ _JSACA ADVERTISING, LTD. see eee os ite

03/21/84 002560!

EXACTLY###22,741.00 U«SeCOLLARS ms

' LORTLLARO

$22/741.00
666 FIFTH AVENUE

NEW YORK ny 10103
BED

 

""OO2S6OGF 02.3082 76% 30990905""

$22,741.00",,,
92221609.tif,"x

see
zaseavas TAUaaaA
ADIVAR2 ALDI ORAIIUOT
S¥k NTAIS 333°)
ROY SA

“

   

 

aa\cr\o4)

tose |

 

rece! VE

   

 

  

fia uns
daakyig owe
AI32K GR FITALL
VA MEA 833
ENERO AA

 

 

 
 

1A

0g 4ATOT

    

 

saree 2

 

 

 

 

onA2 wt~aaLe

oasez ove 30 99
‘3210 9383 Xd
‘uA 03350

  

o.oeaes

ouaeaz ave 9 98
appacorer Tera o3m xa
oe.0 ‘Ok 03333

22080 sAraTeaes
inna yas,
300 LATaT¥0e®,

    

 

 

 

 

  

~ arya Eseg,
ai.03 saaat aia
eheaa —waze,uor

 

6o9lzez6",,,
0060076202.tif,"Clarion

 

Clr atin ni maine Invoice
Gromit Camo O81

03.5.3 BN 202 582.016

 

 

 

 

 

May 13, 1992

 

Mr. Kenneth . Noone
Senior Director, Media &

Direct Marketing
The American Tobacco Company
Six Stamford Forum,
P.O, Box 10380
Stamford, CT 06904-2380

 

 

Invoice #05-0096 Job #DAM-Q-4634
‘Val-Pak Distribution of Carlton Redemption Coupons In Sales Section “W3""
Charge to distribute 1,000,000 CARLTON redemption coupons via Val-Pak. Coupons:

{to be distributed in selected Val-Pek neighborhood trading areas (NTAs). Distibution
to take place during three (3) phases. Program charges are estimated at $9,500.00.

340,000 Phase I Coupon Disttibutions $3,230.00
(May 18-30, 1892)

390,000 Phase I! Coupon Distibutions 3,195.00
Guly 231, 1992)

30,000 Phase ti! Coupon Distibutions 3,135.00

(September 14-26, 1992)

Sub-Totat (1,000,000 Coupons Distributed):

 

Total Due and Payable Upon Receipt

(As per ATCO. authorization R-34/CARLTON Assault W-3"" Expansion}

Please remit tor Clarion Marketing aed Communications, PO. Box 77204, Detroit, Ml 48278
Goma Fe Cao

 

The Meng of Caner",Gromit,,
2072610913.tif,"Consumer Analysis, Inc.
177 Main Street, Suite 114 Fort Lea, New Jersey 07024

October 29, 1990

INVOICE NUMBER: 125490

Philip Morrie, Inc.
120 Park Avenue
New York, New York 10017

Attention: Mr. Michael Azano

Virginia Slims In-Depths I1

pes me

Cah @ so!

uf3ef?

Billing As Per Original Estimate: $19,600.00

€L60L9ZL0Z",NUMBER,,
ti01481359.tif,"HBIE

10

‘YOUR REF,

 

   

INVOICE

10378 Democracy Lane

Healthy Buildings Interational.Inc Fa VA 22050,

(703) 352-0002
Telefax (7031 352.0151

Tobacco Institute (TI)
1875 I Street, N.W.
Washington, D.C. 20006

wwvorce wo M0043

oate May 8, 1991

Ms, Martha Rinker

 

 

HBI Magazine -- Third Edition

To the bulk purchase of your share of the HBI International
Magazine, Issue #3. For your information, 65,489 copies of
this magazine were distributed throughout’ the USA in April
1991.

As agreed between Martha Rinker and Gray Robertson, the
following anount is now due. sess eee eee ee ee

For HBI Ine.

——~ Gray, ef

1304

 

 

slit

 

T10148-1359",10378,,
2061832160.tif,"PHILIP MORRIS - OKLAHOMA 1090 aaT
PoLinGhe Revioa Gowanrree

ooo COLLEGE BLD, SE. 00"" Pr
OVERLAND PANG A

    
   
 
 

December 119.95 gyro

PAY TO THE Carrere |
Soin dr $__ 100.00

 
    

First National Bank

Cs a SBC,

HEAOLOOWAL MD 42 B77 Si O27
2061832159

 

 

 

   

 

PHILIP MORRIS - OKLAHOMA 10-90 246
SelingiOREtn Sota

+000 COLLEBE avo, STE. S60,
area Fae a ae sure
Ghote of Richard Phillij ject $. 100.00 }

 

 
 
 

Grote oF

  
  

First National Bank

By Eigeatenat pane SF
Vee TUE

HLOLOONL A = 42 B77 Si O2LG

   

 

~
3
2
8
=
s
8",,,
2055018940.tif,"EES .

GS) Universal Leaf Tobacco Company macs
toy INCORPORATED

Sy P.O. Box 25089 Richmond, VA. U.S.A. 23260

PM AUSTRALIA - C/O PM USA Date: Feb 08, 1996
ATTN: G. BARNETT
LEAF DEPARTMENT
P.O. BOX 26603
RICHMOND, VA 23264

 

 

Invoice No.: 602170

 

The following is the cost of Laboratory Analysis work performed for you at the Richmond Laboratory.
Charges are for the month of January, 1996

ProjectiD Service Rendered ‘Number of Tests Charge Amount
126-02 Nicotine Content 12 19.00 28.00
MH30 12 60.00 720.00

Requested by - PM AUSTRALIA - CIO PM USA
Total Cost: ~—~seas.0g
Universal Leaf Zobacco Company, Inc.

(Authorized Signature)

 

Qe HB
Ly Ce
fA YU fel

Lope aan

FG Sto cege",No,,
87103807.tif,"DAWSON RESEARCH CORPORATION
Post Office Box 30666
ORLANDO, FLORIDA 32862-0666

(805) 851-3110
TO pr. Harry P. Mirnemeyer -
Lorillard Research Center
P.O. Box 21688
Greensboro, North Carolina 27420

revs Net 30

DESCRIPTION

 

 

  

0670

January 14, 1982,,, ,,, 2968

DRC 6793

ig monthly service charge will be added after 30 days

PRICE

0.

AMOUNT

 

Primary Irritation of Mucous Membrane.

 

LRC-5A.

 

2. Protocol Change Order #1

Subtotal,

 

 

 

 

 

  

 

 

 

ORIGINAL

Bye Irritation Test of Material ASO-LL.

The Rabbit

Protocol",,,
00922031.tif,"; ee rnenstrerrs claire
""MICROBIOLOGICAL *- : NUMBER OW ALL PARENTS QD
sASSOCIATES, J, icant

nes

    
  

 

Phat sr:

 

B31000-1
Cas

 

 

 

     

 

""9970.00

""4-Day Reference Cigarette Repeated Dose,| ++”
Rate” Pos

 

 

 

 

 

 

 

“f

«9870.00. ¢

 

‘NET AMOUNT, FREIGHT CHARGES ] ‘RATE TAX ‘AMOUNT ‘TOTAL, nour SUE:
9970.00. oo | 00 00 |

   

rs Veet TRIPLICATE INVOICE : j i
sine ect o ont nn tle b (REMIT IM US. CURRENCY Ot

 

rome 700800470.",j,,
92215055_92215056.tif,"i 1903005
sbio

TO* AVRETT FREE & GINSBURG

800 THIRD AVE

   

   

 
     

   
     

[pcvensew oust isiins €63 |
P.O. BOX 95246 |
jetteaco, 1 60694!

 

 

 

 

 

 

 

 

 

   
 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

NEW YORK Ny 19022 S
: RETURN 6
ACCOUNT® yoRITLARD “HARLEYDAVIDSON
423602734 j OSs NET 90-9495 ARON pATE OF
‘SALES REP. PAG ‘AON. TasvE. ‘Sate SON TPO.
BARTON 4-WHEEL 0081 |JAN-93 12/11/92) 10
EEE aL 5 ONT
COLORATION: 4 ~ oe, =
pastTions, 80
. AD SIZE 1 PG/03% OF CIRC 59050600
AGENCY COMMISSION 757.50
on an NET SPACE 44292050

EASY SMOKING/LOW PRC
HARLEY DAV

 

ao

  
  
 

 

scostzze

 

 

 

(EXPLANATION OF BILLING)

commact wean FRO, 91793, REIEE 1293
RTE ESTABLISHED BASED ON” CONTRACT. CROER

 

 

oo WE REGIONAL

 
 
 
    

TRE TRS OWOOE TAS BEEN PAEPRRED FOR YOUR SECORDS ONLY.
RETURN THIS DUPLICATE WITH REMITTANCE",,,
2028706994.tif,"bx 1 af OUTGOING MAIL

Ay BE ISTEH
CRC CONTRACT RESEARCH CENTER: BVBA SPALL.

 

 

81932 Zaventem
Geasressourde | Adresebe: (Stat Stuvens Woluwe),
INBIEO Tobeats/ Avene Jo Poage 1016
2H. Hern Al Eberhard .
Totolo Telphone, 021717 9047

Posttach 900547 Tolwtax ) Teietas 02/25 12 U9
D-51115 Kdin . f
Mwst Nr: GE121967434"" JGB/MJV

Zaventem, den 8.Jul.93
WIEFERSCHEIN_ 76/93
ProwetNEail
LFO. NR. ANZAHL ARTIKEL ABTEILUNG

. VORUBERGEHENDER EXPORT
ZUR REPARATUR _/

1 1 IBM Peisunal Computer AT 286

CRC Capex Item Nr..6/3
with extended memory
CRC Capex item Nr. 108/1 cs

    

: CRC: .
Gontract Research Center
‘ Tollaan 10"" ¢
8 8802 Zaventem
© (02) 71
Falees 02) 725.12.08

b6690z8z0z

MATERIAL NUR FUR UNTERSUCHUNGSZWECKE BESTIMMT |
(MATERIAAL ENKEL VOOR ONDERZOEK BESTEMD |) .",,,
2028727843.tif,"1 <

KONTROLE-4NGTELUNG
{Ud ven de Groep (4B-VINOOTTE.
Yotel tA CENTRUM
A.OROUARTLAAN, 29+
1160 BRUSSEL
02/674.59,00

ren
ASK
aa
Ba

pe-mere i
aay ot
bres tre
Sto-osootas-at
me aabeers ae
Cree Asana eo

Srecocsses-1
fon amass

vewsrbeuna van wasnuenana EN ondeaTe@ane

VAM ONZE REXENINGEN, KRACHTENS TOELATING
Ny 008 VAN HET MMSTERIE VAN FINANGIEN VAN.
‘0.870 REFERTES TC We SF/10QAN0. 608 =

 

Us bestelling M. VAN BEN BULCKE
Onze Referentie 05796/01700S

 

  
   

   

 

ELEKTRISCHE KONTROLE

  
 
 

 

ve gmm Bo.

TONERENG VAN LOKALEN MET EXPLOSIEGEVAAR
DE PRIIZEN STROKEN MET DE PRIDZENREGLEMENTERING
: «

Te bebalen bij ontvanget’.van:de fectuur

Qoob
Youu roe
1930 TAVENTEN

 

: eo :
sven 91/07/29 BTW 435085083

GeaRTDG TAs De ROOK
VERSLAG + 8£7/11139 DATON BEGIN ONDERZOEK 91/08/07

 

 

 

 

 

5

 

LPELZLEZUS",,,
518244830+-4831.tif,"American Legislative Exchange Council
910 17th Street, NW

5th Floor

‘Washington, DC 20006

 

RJ Reynolds
P.O. Box 2959
Winston-Salem, NC 27102

  

| Attn: Mr. Roger Mozingo

DATE

 

be

 

Invoice

INVOICE NO.
9500173

10/24/95

 

TERMS

Due on receipt |

 

 

 

 

 

 

10 section 501(¢)(3) of
|the Intemal Revenue Service Code. Our

‘tax exempt number is
52-0140979.

 

 

‘We appreciate your prompt payment. —

 

 

Trem DESCRIPTION ary RATE AMOUNT
INOC9S ~ |1995 National Orientation Conference ‘5,000.00 3,000.00 |
Sponsorship
seesnees ALEC has a non profit status according, 0.00

  

oer veers

$5,000.00",INVOICE,,
11331430.tif,"1867

HEINR. BORGWALDT
FABRIKATION ALLER TABAKINGREDIENZIEN,
CHEMIKALIEN-EXPO RT ————————______

 

 

RECHNUNG: DeUrgene BANE AG HAMBURG, HALE ATO

invoice The Daren an ng tan aro

No. 698: Council for Tobacco Research U.S.A. a EO RD, FE AORN
110 Bast 59th Street [UANDESZENTRALBANE HAMBURG, KONTO-NB. 16%
New York, N.Y. 10022 POSTSCHECKKONTO: HAMBURG

 

Tedoke ENS MOMS SEE

 
 

 

 

 

 

2000 wamauec so 204 December,
ueracsne Foner sos 1969 /av
TUM wc cos eabonmenen 2, 96

| According to your order = ee
| Shap aeeeonated ooteber 16 1969
fir thveReciong und Gefshy. oer |S Havtgela® - schedaled to leave Haaburg
you ore receiving for your Account and Ris, by ‘
a TL FOR fox New York on 9th December, 1969.
TOBACCO RESRARCH
1 case - grossweight 96.- ken
aie Shee” bo
MADS If GERMANY measurements: 91 x 78 x 86 om
1 smoking machine with inhaletion apparatus
‘Type “Hamburg II"" - developed by .
Professor Dontanwill
Tee ee ceaectty
packing included + DM 8.923.--
— S.B. & 0.
Hlectrio Squipment: for 120 Volta, 1 Phase, 60 oyclos.
Sountey of Omigint Federal Republic of Germany.
, \
i Payments by remittance.
i : \ i
| i Hednr. |
. pre. |
! | x. Willers |",The,,
93486658.tif,"93486658

NOTE
HTP i H

LL i

JUNE 23,

>
g
3
3
&
z

1905 YRAR-END ESTIMATES OF MAXWELL.",,,
514225410+-5414.tif,"PURCHASE ORDER

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

RJ. REYNOLDS TOBACCO COMPANY Pt
ORIGINATORS COPY Purchasing Department No. 95-03821 YN
Stet 1, P.O. Box 1325 ‘Date 02/03/95
Winston-Salem, NC. 27102-1325, -
sie Ret pron
ORIGINATOR etre ct mats,
See ee
To [7 | F08. SPERTPPD-3PTYBILLRJR
MEREDITH WEBB PRINTING CO INE
334 NORTH MAIN STREET Terms 1 % 10 DAYS Confirming
PO BOX 2196 ‘On
BURLINGTON NC 27216-2196 Delivery Date SEE BELOW With
veins Na 9pz038o1
‘5 YOUNG AMERICA CORP. INVOIEE TO (Gee nave € on ever) [account Code Requisition No.
1207 CARDINAL AVENUE N JR J REYNOLDS TOB CO
5 GLENCOE AN 55336 DISBURSEMENTS ACCTG *SEE BELOW
IP. 0. BOX 2955 Vendor No. ‘Buyer No. Job Order No.
: insrowenrten. c,
© JOB 658-212 27102, £1875004 888
ee oes Tay on Ta
we NOTE: THIS 1S CHANGE ORDER ah
ah NUMBER =& 04/10/95 *e
CHANGE ORDER HO, b ISSUED To REVISE
SHIP TO INSTRUCTIONS: ALL 500,000
10-SPOT C-NOTES WILL BE SHIPPED TO
Youve HAGel en conronaTions caenese,
MN 55336. ALL OTHER TERMS AND
CONDE TNS ‘OF THE ORICIHAL’ PORCHASE
enben nenkin n'geee
wk END OF ORDER #e -
FOLLOW UP REMARKS ‘DATE, REPT. NO. QUANTITY DATE. REPT. NO. QUANTITY.
: 2
*
BE
z",,,
504059044_504059057.tif,"rucense noen A MOsarrford

 

 

 

 

 

 

 

 

 

 

 

 

“VENDOR'S COPY R.J. Reynolds Tobacco Company ee oe om
Purchasing Department
Sheet No. 1 of : Dato
dof 4 Winston-Salem, N.C.27102  HWeeh [err qa faassi
File Ref, ATF-ADVOO-05 montane ss muwnces|
Marketing Outreach, Inc. “T Fos. N/A
4651 Roswell Rd., Suite 6-602
Atlanta, GA 30342 Terms See Below Gonfrming
Attn: Mrs. Mary Beth Weishaar with
L —} Shipping Date october 13-14, 1984
3 Ship Via Taquiry No. Requisition No.
. N/A 04728-1NW_ CBM-092784
: ‘Recount Code Vendor No. | Buyer No, | Job Order No.
é 04-73-3200-8621.-869-84884 | 59880001 990
item [Quantity [Commodity Number | Commodity Description Price
This Contract issubd as a basic agreement for Marketing Outreach, $7,508.00

 

Ine.

here:

oa

 

» hereinafter

Atlanta, Georgia,

inafter referr|

Hispanic Heritage

Scope of As|

RJR engages|
implement a}
Heritage Fe|
1984 utiliz

The objectives of this program are
o MOI will
and lighters to consugers.

eferred to as “MOL” with principal offices in
0 conduct for R. J. Reynolds Tobacco Company,

d to as ""RJR"", the WINSTON La Verbena West
‘estival as outlined below in Section I. -

gament

MOI as an independent contractor to develop,
d manage the WINSTON La Verbena West Hispanic
tival in Miami, Florida on October 13 and 14,
ng WINSTON Full Flavor 85's and 100's.

man a WINSTON booth and distribute ball caps

 

 

 

 

 

R.J. Reynolds Tobacco Company

 

‘The material or service that you supply is subject to
terms and conditions appearing on both sides of. this
purchase order. Our issuance of this purchase order is
expressly conditioned on your acceptance of such terms
and conditions as the sole terms and conditions govern-

ing our orders.

 

  

DIRECTOR OF PURCHASING

  

 

 

 

nn06 Sonos",,,
0000226361.tif,"58
35, 1977

 

SY¥NECTICS WC

 

 

 

[ie. Richard p. Lewis, Manager of Marketing Research |
[BROWN AND WILLIAYSOV TOBAOGO CORPORATION
1600 West Hill Street
P.O. Box 35090
touisville, Ky. 40232

L 4

 

“TERMS: NET TEN DAYS:

 

FEEFORSEAVICES: YOUR PROJECT NO. 1977-116

FOR FIRST PHASE OF SMOKING STUDY:

 

‘Two Group Sessions $3,000.00

Analysis and Reporting 2,000.00
4 S, r"", + 000.

rem eae ce 3H OE Pag Fieve eay~ Cog ge 1

 

 

o9Tsp2029",,,
88132141.tif,"PANY

 

iP. LORILLARD COMI

ACTS. REC. COPY HOLD IN NEW YORK OFFICE

INCORPORATED

  

5

 

  
 

 

 

 

Stour |

|
soars] lax

04

 

iF PAID witwin 10 Davs FROw
Dare or invotce

 

 

   

h4ssons45
eSsone4
coe

 

 

DISCOUNT

«
<
«

[ieee foe cae

 

 

 

CSOVORGNN

88132141

 

 

i
Z|
oli
aE
= ]e

 

 

 

 

| suinreo to",,,
0060208137.tif,"(larive Merlating ad Communications
Sal Rober Row
Grenmich Conrciect 06531

Invoice

 

208.5. 3600 FAX: 2085820116

November 23, 1992

Mr, Thomas M. Keane
St. Product Manager

‘The American Tobacco Co.
P.O. Box 10380

‘Six Stamford Forum
Stamford, CT 06904

  

Invoice #11-0197 Job #DAM-Q-5767 —laneozs524 022225076 |

‘Montclair Acknowledgement Mailing

This invoice covers artimechanicals, List PullDatabase Services and pre-erint
Production costs for this maling. ‘The estimate for this project was $18,000.00,

ArvMechanicals $5,602.84
Type 236.88
List Pulldatabase Services 4,483.95
Stats 1280.50
Copies 130.00
Faxes 24.00
Freight (Mail tapes)* 27.00
Messenger” 89.96
Miscellaneous” 58.33,

$10,889.46
Conn. Tax -6% (On $6,253.22) 375.19
‘Total Due & Payable Upon Receipt $11,264.65
*Non-Taxable

Authorization #R-76

Please remit to: Clarion Marketing and Communications, RO. Box 77204, Detroit, Ml 43278,",208,,
92856446_6447.tif,"92856446

MOQDROOOOOG | MEOBLESBTOORTY “HET OOOO Oe wha nz OOW  _yDA2Q.",,,
89001193.tif,": ICROBIOLOGICAL sz: riven naan
: ASSOCIATES Serumpa stance mete
TevexeosTes
sunt surreoro
DR. J. OANTEL HECK

LORILLARD RESEARCH CENTER z
420 ENGLISH STREET 7
P.O. BOX 21688

GREENSBORO, NC 27420 tetoaty.

PAYMENT TERMS NET 30 DAYS é

 

  

17010,005: 6Week Repeated Smoke Inhalation in
Mice to Compare Histopathology and Short-Term
Endpoints Using Tit and Reference Cigarettes
(D19 and 023)

 
 
    
 
 

  

PARTIAL PREPAYMENT OF SOX at INIATION OF THE
‘STUDY 11/4/86

  

   
      

 

 

 

 

 

Hf Damntatyfere——_ o
’ = 43-3 i
H 8700 :
Acct Hy 3
TET ANG | FRET RAR Ra TOTAL ARGON DUE —
27762.00 | 7D) “
roracrons00-10%5 ORIGINAL INVOICE (mesa 0.8, connency omy)

€6T T0068",,,
0011930173.tif,"They YOu

Secon sr :

Posichack 8-s03e4. 9

    
     

   

 

JA TROESCH dl ol ng ETHE VSP. fo ne :
‘8. TROESCH Or. mea. * Brown 4 Williamson ..

Tobacco Corporation ;

      
 

   

. “MuoTHy, 2
2. eas, ws i ‘ Attn, Mr, Charles
t 4 VEf eo oky P.O. Box, 35090. |

fe “NOTA “No. side {

 

 

ta/zeicign? Wh-A~13472

 

ann: Sere Bankgenatschat

 

    
      
    
       
 
  

Dipdt une demande do
brevet nck os, fra de dop0t

én ou ronouvellement
«une marque ou modsio

Revendication do
prodte

 
  

Dépot do ta mention Filing the declaration
invertour of inventorshp =

Satta He

_ Blog abi as,

 

 
 
  

Ropriso du mandant
dota porte Busse

(Poerntaung Db doe
~ Obtenion de =

     
  

 

se Arepriche, Zusammenfassung | des rvendicatons et
amon diet AStudhng te fel
Offical et rapport =“: eter and

+ Réaction des

 

The official #41ing iGcunent will follow just after |
“radespt oo; 7. Acc, | SUB = ve

Sen FS LEGAL 0765.",,,
512989148.tif,"- DAVID REAVIS INC. 9 5
404 QUEENSEURY ROAD INVOICE No. 8
WINSTON-SALEM, NC 27104 ate _Z, sek
(Gi9) 765-8204 ae
on SRE a
y 1 198:
eno AYR Abate ~Tb US © surea a a

      
  

 

 

 

 

 

 

 

  

APPROVED

RpcoTve:
Plier

rhs.
Dfecornt
chreviaren,
A

Ypucher No..

Delivery Instructions:

Cu

vy
Yr Pay,

STOCK NUMBER/DESCRIPTION

As

27 in@RIGINAL,

BY ieee

DOT pp cr

al@ [2 2",No,,
93416592.tif,"ike
INVOICE

att names
Carolina Cigarette Company DATE, INVOICE NO.

10/26/94 | ccc94-114

 

 

 

Est#: 94-Oct-4

 

 

 

 

 

 

 

 

 

 

   

 

 

     
   

 

 

 

 

 

 

i
JO#CCCIH=1: HARLEY-DAVIDSON MELDS ~ Color Copy Gost for H-D Adverticing
oe ae set meen
DESCRIPTION NET COST | AGEICY coneassion | TOTAL INVOICE
1. Video out Cost (TYCF) | 13,000
Color Copy Cost: |
1) A eize x 120 (@4450): Newspaper ad. | $4,000
2) 36 0 (G#350): Magazine ad. 425,000
"") ad eize x 120 (@¥280): TVCP 33,600
| «
Total | | w142,600
6. Toe 1 pa |
! Please remit in Japanese yén to | ; 4
hikangyo Bank Head ffice \
: HN ©
oe 8
. &
2
&
o-
8

 

 

 

Blig, 414, Hirsawacto 2Choae
“ely 162 dapat",att,,
2072957837.tif,"paveg:_The Promotion Network,

 

 

Glen Lakes Tower - Suite 1500

PHILIP MORRIS U.S.A.
VOUCHER

pare: 7/17 / 92

EXPLANATION OF PAYMENT: Travel Expenses
Deb Nicoud to NY June 24-25 '92 for

 

 

 

 

 

 

 

 

    

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

N. Central Pkwy = UBI9Z meetings on PM Express Sell-Sheet, 5-ph
Darras, St draw ss, National Accts budget; get
creative direction for 5-pack POS
PAYEE FEDERAL TAXID___-_________ ORSSNUMBER On
INVOICE AMOUNT $. 1,037.59 PROJECT CODE:.
ACCOUNTING Sc946la39
RETURN TO NAME: cove:
oareoue:__ ASAP) extension: 3282_ nworce approver: ALabe Whdernis
Fon cA conTROL UE
BANK CODE: _ COMPANY:
(CHECK NUMBER: CHECK DATE: t t MOUNT: $
FOR ACCOUNTING USE ONLY
_ VOUCHER NUMBE! ACTION: ___
VENDOR NUMBER: VENDOR zi:
INVOICE NUMBER: INVOICE DATE: ee
INVOICE AMOUNT. —__ INVOICE TYPE:
youcHER ove PO/EST NUMBER:
5 BYPASS MATCH ‘CONTRACT PAYMENTSICYCLE:
SEPARATE CHECK: _ SEPARATE HANDLING: _ HOLD:
CHECK CODE: CHECK DESCRIPTION
| _ oiscannrcr TEAMS CODE
: USE/SALES TAX: __ ‘TAX AMOUNT/PRORATE:;
| FREIGHT CODE/AMT: _ CASH ACCOUNT:_
i @t Aaccount co PARTIDESC «= UM AMOUNT
| sz — .
| x
en | | i 8
2 - 4 ~ 8
_ - BL
i | 73
| - 3
g
(yaceTe aupir. (2) ACCTG APPROVAL. (@) DATA ENTRY. _",AMOUNT,,
